Gene1,Gene2,Ka,Ks,Ka/Ks,Species,Organism_Name
LOC108890586,LOC108884345,0.3930813741663607,1.7961418175853685,0.2188476267953034,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108890586,slc6a1l,0.4534328135140992,1.5003634838385054,0.3022153087557451,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108890586,slc6a1b,0.4507168059515725,1.5032406834088063,0.2998301010118417,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108890586,slc6a3,0.5450628069261307,1.429701884654611,0.3812422804896894,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108890586,slc6a2,0.5685867692501926,2.12734014382566,0.2672759083216874,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
ell,LOC108877058,0.6335825138476077,-1.0,inf,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
ell,LOC108875342,0.6156642492858102,2.2757223963141118,0.2705357429724183,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
tcf3b,tcf3a,0.2634332983806218,5.2376438510637096,0.050296145723448,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
tcf3b,LOC108876745,0.7667042457576227,-1.0,inf,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108876651,LOC108877021,0.1774569158668009,2.199594355335127,0.0806771100482133,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108887090,LOC108888983,0.0174638999056533,0.0253125761552616,0.6899297723998413,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108893042,inpp5e,0.0,0.0091604192204534,0.0,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
dlat,pdhx,0.629707703509477,2.045514203211749,0.3078481207907264,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
dlat,dlst,0.8446298161852388,2.000861166682744,0.4221331445927169,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
dlat,LOC108895607,0.7698119980977189,1.761649384168547,0.4369836614571578,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108893553,LOC108872711,0.1484060032061457,1.20628645959518,0.1230271649206355,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108893553,LOC108894122,0.6589190130443009,1.8300583675964777,0.3600535505923221,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108893553,LOC108894126,0.6608531503099335,1.890785741092575,0.3495124465705273,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108893553,LOC108893145,0.6608531503099335,1.890785741092575,0.3495124465705273,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108893553,LOC127143699,0.6587420732294057,1.8791832014191288,0.35054702103123,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
klc1a,klc1b,0.1652930416888826,1.1098479658868543,0.1489330491828227,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
klc1a,klc2,0.2150298041295592,1.0987522678287651,0.1957036271283223,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
klc1a,klc3,0.204889189987494,1.086821446769194,0.1885214821593467,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
lsg1,gnl1,1.072416821263086,-1.0,inf,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
lsg1,gnl3,1.1336499199925083,-1.0,inf,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
pex5,pex5la,0.7444178707012161,3.5076629925447955,0.2122261666195999,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
pex5,pex5lb,0.7851574607016879,1.816816364008809,0.432161156325803,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
nr1d1,nr1d2a,0.5195834452974185,1.1903246463330162,0.4365056599458624,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
nr1d1,nr1d2b,0.503086620770309,1.2706329830448602,0.3959338593310759,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
nr1d1,nr1d4a,0.5753191346711264,1.94928502062444,0.2951436699015042,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
nr1d1,LOC108885975,0.590085334120458,1.5916495331344649,0.370738232152396,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
nr1d1,rorc,0.8460727317453081,1.577111169648861,0.536469938218549,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
nr1d1,roraa,0.8799656502970084,1.6761675601670305,0.5249866846303358,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
nr1d1,LOC108883614,0.8903084822464093,1.8897890384938307,0.4711152748329986,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
nr1d1,rorca,0.8306792614593239,1.7095513181537938,0.48590484101782,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
nr1d1,LOC108894294,0.8989568627016905,1.2990838185567033,0.6919929644727941,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
nr1d1,pparg,0.9964356407157112,1.381545155777149,0.7212472473657183,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108881538,slc27a6,0.4176091800329591,2.4309907490072264,0.1717855899712918,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108881538,zgc:101540,0.4982056369841106,-1.0,inf,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108881538,LOC108887924,0.5128167303906825,-1.0,inf,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108881538,zgc:158482,0.4975525279397898,2.81870418421676,0.1765181783621774,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108878338,rnf44,0.3565490676151662,-1.0,inf,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
slc5a6a,slc5a6b,0.2451902205113008,1.6837060641928516,0.1456253117606023,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
slc5a6a,LOC108887061,0.2768251689094595,1.759120184419899,0.157365694147127,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
slc5a6a,slc5a8l,0.5774011511352233,2.513135145738415,0.2297533231009628,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
slc5a6a,LOC108899811,0.5940293486443649,2.179311016377596,0.2725766740865412,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
slc5a6a,LOC108899790,0.6289946246600786,1.9184946057511487,0.3278584275267264,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
eya4,eya1,0.2492995493813982,-1.0,inf,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
eya4,eya3,0.5311276826614608,2.653660264434965,0.2001490883289659,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
eya4,eya2,0.3757649746213608,1.923210177997138,0.1953842481286619,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
eya4,LOC108902297,0.3588601099884501,3.2664624822736723,0.1098620026820758,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108899256,LOC108900682,0.4693512383732922,2.478922961771969,0.189336758588816,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108899256,lmnb1,0.4536339644614724,2.0148812679956083,0.2251417846138123,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108899256,lmnl3,0.6287255818847789,1.891662166340594,0.3323667370802492,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108899256,desma,0.8182402345418676,1.3423703261077429,0.6095488097642834,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108899256,desmb,0.9768517485100264,1.0955149816969,0.8916826924602439,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108899256,prph,1.0334182127426392,1.6596899750999312,0.6226573807439045,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108899256,inab,1.1458351702420035,1.2241945274821504,0.9359910900751112,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108899256,gfap,0.9694745455770551,1.5992163799086514,0.6062184941054897,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108899256,LOC108883291,1.0818638355806276,1.1634419677885204,0.929882078808832,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108899256,zgc:65851,1.1483943535428354,1.3375123671240146,0.8586046617364518,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108899256,LOC108884038,1.0206077990833702,1.8653374465790908,0.5471437894280734,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108899256,si:dkey-222f2.1,1.1187411575832953,1.3319010764185593,0.839958145083534,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108899256,si:dkey-33c12.3,0.960025012596615,1.397171112069478,0.6871205712052221,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108899256,LOC108884040,1.9472081540471635,1.4958128466932523,1.3017725836168588,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108899256,LOC108889546,1.206301232183492,1.6659718210737366,0.7240826146783311,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108899256,krt15,1.116158775322565,2.1699383361824496,0.5143734993346455,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108899256,LOC108891048,1.1089701909921066,1.4356006367636942,0.7724781966467236,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108899256,zgc:172323,1.3183632865014172,1.8276492909842963,0.7213436915959961,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108899256,LOC108882674,1.1262141622035544,1.5103831943955155,0.7456479695897881,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108899256,krt94,1.2041251295804178,1.4382076002706334,0.8372401379006985,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108899256,krt97,1.0285545205929365,1.6178643284945329,0.6357483149097147,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108899256,LOC108875607,1.2222210118753196,1.1842269546084463,1.0320834254945968,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108899256,krt1-c5,1.0980993743413645,1.384180216531468,0.793321101708146,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
scg2a,scg2b,0.7554759191266297,3.958811050688873,0.190834043214861,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108894027,LOC108886797,0.6818764918498047,-1.0,inf,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108894027,ablim2,0.6693800979149995,2.103428826069652,0.3182328251941689,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
slc47a1,LOC108875964,0.3611385998612851,-1.0,inf,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
slc47a1,LOC108885737,0.5119822268814452,3.1861766010385617,0.1606885904298463,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
slc47a1,LOC108893801,0.4858612729213519,3.2934690660898545,0.1475226465382251,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
slc47a1,LOC108900149,0.5082975706028254,3.331194896466556,0.1525871605837243,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
slc47a1,LOC108900123,0.5212018959347733,-1.0,inf,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
slc47a1,slc47a3,0.5114561767508486,3.3698405116347168,0.1517745943717497,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
slc47a1,LOC108884502,0.553346244548967,-1.0,inf,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
birc2,birc7,0.4985387857162775,2.74206722346815,0.1818112923890059,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
birc2,xiap,0.6673145269930986,2.198495642049739,0.3035323401282417,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108896701,acot11b,0.2651951577302013,2.01435656782116,0.1316525395586001,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108890068,pdia4,0.0006638637300007,0.0122053141109032,0.0543913678884939,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108890068,pdia3,0.6177572884736416,-1.0,inf,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108890068,pdia8,0.6843637087100778,2.3488879659789776,0.291356471071555,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108890068,p4hb,0.7295874812993357,5.955971678180395,0.1224968016507142,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108890068,pdia2,0.7933589457728725,2.562571423652485,0.3095948618056787,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108890068,zgc:136472,0.9871157996391938,3.708524228318981,0.2661748282784278,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108888053,LOC108902814,0.0027266560366185,0.0022238711623761,1.2260854328022974,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108886840,abcg2b,0.4951148024721501,1.996940870269104,0.2479366364039759,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108886840,abcg4a,0.9121504969115332,2.331776195776308,0.3911826952191074,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
pdia4,pdia3,0.6177572884736416,6.468189197782499,0.0955069911506961,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
pdia4,pdia8,0.6843637087100778,2.3488879659789776,0.291356471071555,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
pdia4,p4hb,0.7295874812993357,3.541814809528767,0.2059925548158194,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
pdia4,pdia2,0.792969638730651,2.6732984227570373,0.2966259329599432,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
pdia4,zgc:136472,0.9871157996391938,3.136919189283773,0.3146768342045093,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
trim16,LOC108902750,0.3431251306416816,-1.0,inf,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
trim16,LOC108880941,0.7743345301742016,2.3186261136075483,0.333962653844787,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
trim16,LOC108884781,0.7736579531992369,2.41923615541878,0.3197943084086032,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
trim16,LOC108884772,0.7742734014562525,2.497670154035148,0.3099982598604398,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
trim16,LOC108884779,0.7913534859018769,2.3463758853286523,0.3372662883428132,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
trim16,ftr82,0.7780711202854997,2.1025202856799265,0.3700659278223716,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
trim16,LOC108884771,0.8017715869230857,2.730023361539633,0.2936867128019432,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
trim16,LOC108875472,0.7716424077405095,2.640622917455072,0.2922198404928591,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
trim16,LOC108880937,0.8154039906560493,2.701285486535544,0.3018577616917575,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
trim16,ftr84,0.8604955354353416,2.6049691748603823,0.3303284905401851,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
trim16,LOC108880936,0.8000289711591492,2.732588459384133,0.2927733111115673,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
trim16,LOC108875473,0.8030932090464387,2.5254718724898924,0.3179972890589589,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
trim16,ftr83,0.8063266300676398,2.1923711855393875,0.3677874601646253,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
trim16,LOC108884773,0.8174854520113479,2.3793928967538926,0.3435689217726965,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
trim16,LOC108884789,0.7549177836108498,5.760131730330157,0.1310591179079822,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
trim16,LOC108884762,0.8245236921925545,2.2672982291224058,0.3636591259155615,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
trim16,LOC108897585,0.8062867495042741,3.17695162094292,0.2537925803430925,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
trim16,LOC108884780,0.7804069623652168,2.629341277905756,0.2968070249849054,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
trim16,LOC108889332,0.848453550809872,5.3804687398196105,0.1576913818921876,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
trim16,LOC108890137,0.8210454599224859,1.9969408702691076,0.4111516130228943,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
trim16,LOC108901155,0.8445403681483221,3.900252718641089,0.216534780967366,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
trim16,LOC108901126,0.849630791077741,4.462637166101636,0.1903876025439776,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
trim16,LOC108883298,0.8284852548784241,2.9965042788350504,0.2764839218586111,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
trim16,ftr14l,0.7962777489838057,2.393545651977554,0.3326770677325158,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
tcf7l2,tcf7l1b,0.3158174427373271,-1.0,inf,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
tcf7l2,tcf7,0.3749669636468153,-1.0,inf,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
tcf7l2,tcf7l1a,0.5224754846020121,2.9704578861145228,0.1758905544644603,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
tcf7l2,lef1,0.3958008348727302,-1.0,inf,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
mcamb,mcama,0.4897964151313432,1.5815388796735874,0.309696095003641,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
ghra,ghrb,0.5931273192908384,2.1199919576325663,0.2797780987590134,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
ghra,prlrb,1.1058079510231935,2.597168213000674,0.425774482179413,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
ghra,prlra,1.1983181737321338,-1.0,inf,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
znf276,LOC108901979,0.000663276629566,0.0073230850311789,0.0905733890487462,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
bmal2,LOC108888346,0.2931027774785919,2.138080877453881,0.1370868523119814,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
bmal2,bmal1a,0.3864989627312001,-1.0,inf,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
lrit3a,lrit3b,0.5376549116972403,-1.0,inf,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
lrit3a,lrit2,0.9730189707752832,-1.0,inf,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108873463,si:ch211-195o20.7,0.6883116915963966,3.1275728579976168,0.2200785474385649,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108876547,LOC108894928,0.5048527384147937,2.127620038091072,0.2372851963115341,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108876547,LOC108891464,0.5242740173251418,2.5802458540784885,0.2031876212479688,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108887217,LOC108887180,0.0666964532686745,0.1184589155351301,0.5630344745887453,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108887217,LOC108887219,0.2180636657631561,0.3159493894796317,0.6901854316677326,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108887217,LOC108887183,0.2994356993119212,0.4532337741225015,0.660665017499311,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108887217,LOC108887185,0.3389534435329711,0.458158347294777,0.7398172390273836,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108887217,LOC108887184,0.3067902507964716,0.4375817801392935,0.7011038044107148,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
glsb,LOC108873076,0.1055321680551397,1.5069949644045129,0.0700282154538191,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
glsb,gls2a,0.2996729950345869,-1.0,inf,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
glsb,gls2b,0.3122156968900296,1.728558690785624,0.18062198209083,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108879324,rhot2,0.2885668443915706,4.52354401801554,0.0637922043517913,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
cnga1b,LOC108902541,0.2974476789733791,2.9344583008348697,0.1013637436554315,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC127138925,LOC108892212,0.0006734763052164,0.0404699516197863,0.0166413914092056,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC127138925,LOC108892190,0.001348618030273,0.0379227695990267,0.0355622240815367,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC127138925,LOC108877984,0.0013480120456599,0.0453238043886885,0.0297418114794524,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC127138925,hspa1b,0.0508846824673374,1.2294945739753236,0.0413866669641428,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC127138925,hspa13,0.6074510219811226,2.0841734185747685,0.2914589623720079,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC127138925,hyou1,0.8433524493993217,2.157921699342779,0.3908169836079663,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108892212,LOC108877984,0.0006734763052164,0.0140354973235302,0.0479837863733842,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108892212,LOC108892190,0.002023155098919,0.0307008623783043,0.0658989664195482,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108892212,hspa1b,0.0523102962682114,1.1532033725638968,0.0453608595957457,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108892212,hspa13,0.6106110432018418,1.9231215831118973,0.3175103688523853,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108892212,hyou1,0.8274827129145861,2.961369513907314,0.279425687685554,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
si:ch1073-416j23.1,racgap1,0.588458536627656,3.391341432787007,0.1735179274308751,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
si:ch1073-416j23.1,LOC108884023,0.6354344190658889,-1.0,inf,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
tbkbp1,LOC108898550,0.3189751262720389,1.909806637159367,0.167019592489468,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108893802,dixdc1a,0.4683330393830578,3.5632222912863805,0.1314352574994646,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
ythdf2,ythdf3,0.2809596007710926,2.481836302042882,0.1132063386049375,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
ythdf2,LOC108889532,0.3222331768024056,1.417985602785215,0.227247142826749,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
ythdf2,ythdf1,0.3462504527858256,2.690086188068309,0.1287135164373526,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
pabpc4,LOC108876275,0.1891804264930208,1.88042709463958,0.1006050311827063,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
pabpc4,LOC108898133,0.1914679324954087,1.8303921979716795,0.1046048670375567,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
pabpc4,elavl3,1.1012734833812483,-1.0,inf,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
pabpc4,elavl4,1.2703834334152386,-1.0,inf,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
pabpc4,elavl2,1.1575632571522854,1.8669787673998868,0.6200195081834842,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
si:ch211-113g11.6,LOC108897704,1.105300135768322,-1.0,inf,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
si:ch211-113g11.6,sema3h,1.0732410182548855,2.3852226164569488,0.4499542352357434,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
si:ch211-113g11.6,sema6bb,1.2372303010898926,2.000532356656617,0.6184505324160864,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108877984,LOC108892190,0.0026996654570946,0.0306646484374777,0.088038363218122,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108877984,hspa1b,0.0530515312118445,1.1718846906541094,0.0452702656113997,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108877984,hspa13,0.6097269225303217,1.935605230646144,0.315005824987765,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108877984,hyou1,0.8229552002868804,2.86210592529378,0.2875348508292573,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108892190,hspa1b,0.0523529139438105,1.178612019325259,0.0444191244322978,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108892190,hspa13,0.6086731841201194,1.8636799873409888,0.3265974782443984,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108892190,hyou1,0.8440512239346573,2.0263900759235662,0.4165294895406378,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108901830,LOC108890232,0.3376918687561098,3.839777410907228,0.0879456886737408,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108901830,LOC108901831,0.3734477518351923,-1.0,inf,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108901830,galnt18b,0.5415556778448712,-1.0,inf,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108901830,galnt17,0.6175974764203721,-1.0,inf,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108901830,galnt9,0.6271513689162036,3.63976806607114,0.1723053110890021,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108901830,galnt11,0.8787599806188786,-1.0,inf,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108901830,LOC108901071,0.8512240919445286,-1.0,inf,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108901830,galnt13,0.9117189036884444,-1.0,inf,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108901830,galnt1,0.8897155919432946,2.092415603216406,0.4252097865145181,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108901830,galnt6,0.9394556309573732,2.435741092063743,0.3856960142514144,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108901830,LOC108899926,0.8990411439282997,-1.0,inf,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108901830,galnt3,0.8960308347582642,-1.0,inf,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108901830,galnt12,0.8653143591677916,-1.0,inf,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108901830,poc1bl,0.9409515442306116,-1.0,inf,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108901830,LOC108899906,0.9004303249468794,-1.0,inf,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108901830,galnt2,0.8698959788416695,-1.0,inf,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108901830,galnt14,0.9648108373780968,-1.0,inf,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108901830,LOC108900207,0.8985912764143777,-1.0,inf,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
LOC108901830,galnt16,0.9271346525650466,-1.0,inf,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
chrna4b,chrna2b,0.3324097309809543,-1.0,inf,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
chrna4b,LOC108873046,0.3652736273120284,-1.0,inf,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
chrna4b,chrna3,0.4624360451419351,-1.0,inf,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
chrna4b,LOC108878349,0.5221940732820589,-1.0,inf,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
chrna4b,chrna6,0.4543100539350836,-1.0,inf,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
chrna4b,chrnb2,0.5425468137361691,-1.0,inf,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
chrna4b,LOC108878345,0.4846493979225608,-1.0,inf,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
chrna4b,LOC108878380,0.4392614905573014,2.327788349515548,0.1887033632798785,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
chrna4b,chrnb4,0.5203528114565011,2.524530843508212,0.2061186191464364,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
chrna4b,chrnb5a,0.5186998436023178,-1.0,inf,GCF_001640805.2,尖吻鲈 (Lates calcarifer)
